Tumor	GeneId	Symbol	Normal_transcript	Tumor_transcript	MS	M	S	N	p.o
brca	767	CA8	uc003xtz.1	uc003xua.1	0	14	1	80	1
brca	817	CAMK2D	uc003ibj.2	uc003ibk.2	0	32	1	62	1
brca	818	CAMK2G	uc001jvp.1	uc001jvm.1	0	5	1	88	1
brca	818	CAMK2G	uc001jvp.1	uc001jvr.1	0	5	1	88	1
brca	823	CAPN1	uc001odg.1	uc001odf.1	0	4	1	90	1
brca	827	CAPN6	uc004epc.1	uc011msu.1	0	5	3	87	1
brca	841	CASP8	uc002uxp.1	uc010ftc.1	0	8	1	86	1
brca	868	CBLB	uc003dwc.2	uc003dwa.2	0	32	1	61	1
brca	896	CCND3	uc003orp.2	uc003oro.2	0	14	2	79	1
brca	900	CCNG1	uc003lzb.2	uc011del.1	0	2	1	92	1
brca	913	CD1E	uc001fsc.2	uc009wsw.2	0	2	1	92	1
brca	919	CD247	uc001gej.3	uc001gei.3	0	13	1	81	1
brca	920	CD4	uc001qqv.1	uc010sfk.1	0	6	2	87	1
brca	923	CD6	uc001nqq.2	uc001nqr.2	0	8	1	86	1
brca	940	CD28	uc002vaj.3	uc002vah.3	0	4	1	90	1
brca	942	CD86	uc011bjo.1	uc003eet.2	0	14	1	80	1
brca	945	CD33	uc010eot.1	uc002pwa.2	0	3	1	91	1
brca	947	CD34	uc001hgw.1	uc010psj.1	0	3	1	91	1
brca	949	SCARB1	uc001ugn.3	uc010tbd.1	0	25	1	69	1
brca	953	ENTPD1	uc010qoj.1	uc001kle.1	0	19	1	75	1
brca	961	CD47	uc003dwv.1	uc003dwt.1	0	8	2	82	1
brca	961	CD47	uc003dwv.1	uc003dwu.1	0	8	3	82	1
brca	966	CD59	uc001mus.3	uc001muu.3	0	10	1	83	1
brca	975	CD81	uc001lwf.1	uc001lwh.1	0	5	1	89	1
brca	977	CD151	uc001lsa.2	uc001lsb.2	0	1	1	93	1
brca	989	SEPT7	uc011kav.1	uc003tey.2	0	9	1	85	1
brca	1000	CDH2	uc010xbn.1	uc002kwg.2	0	31	1	63	1
brca	1018	CDK3	uc010dgt.2	uc002jqg.3	0	6	1	88	1
brca	1113	CHGA	uc010aum.2	uc001ybc.3	0	1	1	93	1
brca	1114	CHGB	uc010zqz.1	uc002wmg.2	0	4	2	89	1
brca	1116	CHI3L1	uc001gzi.2	uc001gzl.3	0	2	1	92	1
brca	1119	CHKA	uc001onj.2	uc001onk.2	0	10	1	84	1
brca	1140	CHRNB1	uc010vty.1	uc002ghb.2	0	3	1	91	1
brca	1186	CLCN7	uc002clv.2	uc002clu.2	0	4	1	90	1
brca	1188	CLCNKB	uc001axy.3	uc001axw.3	0	7	1	87	1
brca	1201	CLN3	uc002dpo.2	uc010vcv.1	0	7	1	86	1
brca	1201	CLN3	uc002dpp.2	uc002dpm.2	0	7	1	86	1
brca	1232	CCR3	uc003cpj.1	uc003cpg.1	0	13	1	81	1
brca	1263	PLK3	uc001cmo.2	uc001cmn.2	0	1	1	93	1
brca	1267	CNP	uc002hyl.1	uc002hym.1	0	1	2	92	1
brca	1302	COL11A2	uc010jul.1	uc003oda.2	0	5	1	89	1
brca	1303	COL12A1	uc003pht.2	uc003phs.2	0	18	1	76	1
brca	1307	COL16A1	uc001btk.1	uc001bti.1	0	5	1	89	1
brca	1308	COL17A1	uc001kxq.2	uc001kxr.2	0	11	1	83	1
brca	1356	CP	uc003ewy.3	uc003ewx.3	0	7	1	87	1
brca	1399	CRKL	uc002ztf.2	uc002ztg.1	0	11	2	82	1
brca	1429	CRYZ	uc001dgj.2	uc001dgl.2	0	6	1	88	1
brca	1432	MAPK14	uc003olp.2	uc003olr.2	0	12	1	82	1
brca	1453	CSNK1D	uc002keg.1	uc002kei.2	0	2	1	92	1
brca	1478	CSTF2	uc004egh.2	uc004egi.2	0	2	1	92	1
brca	1486	CTBS	uc001dka.2	uc001dkc.2	0	4	1	90	1
brca	1500	CTNND1	uc001nlt.3	uc001nlo.3	0	10	1	83	1
brca	1500	CTNND1	uc001nmb.3	uc001nly.3	0	10	1	83	1
brca	1510	CTSE	uc001hdu.2	uc010prs.1	0	2	1	92	1
brca	1512	CTSH	uc010ung.1	uc010bll.1	0	3	2	90	1
brca	1513	CTSK	uc001evp.1	uc001evq.1	0	2	1	92	1
brca	1540	CYLD	uc002egr.1	uc010cbs.1	0	12	1	82	1
brca	1549	CYP2A7	uc002opm.2	uc002opn.2	0	21	1	73	1
brca	1565	CYP2D6	uc003bce.2	uc010gyu.2	0	1	1	93	1
brca	1589	CYP21A2	uc011dpb.1	uc003nze.1	0	3	3	89	1
brca	1608	DGKG	uc011brx.1	uc003fqb.2	0	38	1	56	1
brca	1609	DGKQ	uc003gbw.2	uc010ibn.2	0	1	4	90	1
brca	1639	DCTN1	uc002sky.2	uc002skt.1	0	7	2	86	1
brca	1641	DCX	uc004epf.2	uc004epg.2	0	15	1	79	1
brca	1643	DDB2	uc001neb.2	uc001neg.2	0	1	1	93	1
brca	1717	DHCR7	uc001oqk.2	uc001oql.2	0	3	1	90	1
brca	1717	DHCR7	uc001oql.2	uc001oqk.2	0	3	1	90	1
brca	1718	DHCR24	uc001cyc.1	uc010ooi.1	0	5	2	88	1
brca	1723	DHODH	uc002fbp.2	uc010cgk.2	0	3	1	91	1
brca	1725	DHPS	uc010xmn.1	uc002mug.1	0	2	1	89	1
brca	1727	CYB5R3	uc003bcz.2	uc003bcw.2	0	7	1	87	1
brca	1731	SEPT1	uc002dxw.2	uc002dxx.2	0	1	1	93	1
brca	1741	DLG3	uc011mpn.1	uc004dyj.1	0	6	2	87	1
brca	1742	DLG4	uc010vtm.1	uc010cly.2	0	4	1	89	1
brca	1742	DLG4	uc010vtm.1	uc010vtn.1	0	4	1	89	1
brca	1748	DLX4	uc002ipv.2	uc002ipw.2	0	1	1	93	1
brca	1760	DMPK	uc010xxt.1	uc002pdh.1	0	1	1	93	1
brca	1776	DNASE1L3	uc003djo.1	uc011bfd.1	0	4	1	90	1
brca	1780	DYNC1I1	uc010lfl.2	uc003uob.2	0	41	1	53	1
brca	1797	DOM3Z	uc003nyp.1	uc003nyr.1	0	1	1	92	1
brca	1797	DOM3Z	uc003nyp.1	uc003nys.1	0	1	1	92	1
brca	1798	DPAGT1	uc001pvi.2	uc001pvj.2	0	1	1	93	1
brca	1802	DPH2	uc001ckz.2	uc001cla.2	0	1	1	92	1
brca	1802	DPH2	uc001ckz.2	uc010okk.1	0	1	1	92	1
brca	1831	TSC22D3	uc004eng.2	uc004enf.2	0	6	1	88	1
brca	1854	DUT	uc001zws.2	uc001zww.2	0	2	2	91	1
brca	1855	DVL1	uc001aer.3	uc002quu.2	0	1	1	93	1
brca	1891	ECH1	uc002oji.2	uc002ojh.2	0	4	1	90	1
brca	1908	EDN3	uc002yas.2	uc002yaq.2	0	4	1	90	1
brca	1911	PHC1	uc001qvd.2	uc001qve.2	0	4	1	90	1
brca	1917	EEF1A2	uc002yfe.1	uc002yfd.1	0	1	1	93	1
brca	1956	EGFR	uc011kco.1	uc003tqk.2	0	33	1	61	1
brca	1974	EIF4A2	uc003fqu.2	uc003fqv.2	0	1	1	93	1
brca	1993	ELAVL2	uc003zpw.2	uc003zpt.2	0	16	1	78	1
brca	2017	CTTN	uc001opv.3	uc001opx.2	0	5	1	89	1
brca	2064	ERBB2	uc002hso.2	uc010wek.1	0	3	3	89	1
brca	2100	ESR2	uc001xgu.2	uc001xgv.2	0	11	1	83	1
brca	2101	ESRRA	uc001nzq.1	uc001nzs.1	0	2	1	92	1
brca	2108	ETFA	uc002bbt.2	uc010bkq.1	0	13	1	81	1
brca	2132	EXT2	uc010rfo.1	uc001mxz.2	0	26	1	65	1
brca	2132	EXT2	uc010rfo.1	uc001mya.2	0	26	3	65	1
brca	2138	EYA1	uc010lzf.2	uc011lfe.1	0	30	1	63	1
brca	2166	FAAH	uc001cpu.2	uc001cpv.2	0	1	2	92	1
brca	2187	FANCB	uc004cwg.1	uc004cwh.1	0	4	4	87	1
brca	2194	FASN	uc002kdu.2	uc002kdv.1	0	4	1	90	1
brca	2208	FCER2	uc002mhn.2	uc002mhm.2	0	1	1	93	1
brca	2212	FCGR2A	uc001gan.2	uc001gam.2	0	1	1	93	1
brca	2220	FCN2	uc004cfh.1	uc004cfg.1	0	4	4	87	1
brca	2242	FES	uc002bpv.2	uc002bpx.2	0	1	1	93	1
brca	2267	FGL1	uc003wyb.2	uc003wxz.2	0	10	1	84	1
brca	2295	FOXF2	uc003mtm.2	uc003mtn.2	0	2	2	91	1
brca	2313	FLI1	uc010sbu.1	uc010sbt.1	0	21	1	73	1
brca	2330	FMO5	uc001epi.2	uc001eph.3	0	12	1	82	1
brca	2339	FNTA	uc003xps.2	uc003xpu.2	0	4	2	89	1
brca	2346	FOLH1	uc001ngy.2	uc001ngz.2	0	12	1	81	1
brca	2346	FOLH1	uc001ngy.2	uc001nha.2	0	12	1	81	1
brca	2358	FPR2	uc002pxr.2	uc010epf.2	0	2	1	91	1
brca	2358	FPR2	uc002pxs.3	uc002pxr.2	0	2	1	91	1
brca	2534	FYN	uc003pvj.2	uc003pvh.2	0	28	6	61	1
brca	2553	GABPB1	uc001zya.2	uc001zye.2	0	7	1	87	1
brca	2561	GABRB2	uc011deh.1	uc010jiu.1	0	42	2	49	1
brca	2569	GABRR1	uc003pna.2	uc011dzv.1	0	3	1	91	1
brca	2580	GAK	uc003gbm.3	uc003gbk.3	0	14	1	80	1
brca	2585	GALK2	uc001zxi.1	uc001zxj.1	0	24	6	64	1
brca	2585	GALK2	uc010ufc.1	uc001zxj.1	0	24	1	64	1
brca	2588	GALNS	uc002fly.3	uc002flx.2	0	3	1	91	1
brca	2590	GALNT2	uc010pwa.1	uc001htu.2	0	30	2	63	1
brca	2618	GART	uc002yrx.2	uc002ysa.2	0	9	1	85	1
brca	2629	GBA	uc001fjh.2	uc001fjk.2	0	4	1	89	1
brca	2629	GBA	uc001fjh.2	uc010pfy.1	0	4	1	89	1
brca	2649	NR6A1	uc004bor.1	uc004boq.1	0	28	1	63	1
brca	2649	NR6A1	uc004bor.1	uc010mwq.1	0	28	1	63	1
brca	2665	GDI2	uc001iil.3	uc001iim.3	0	12	1	82	1
brca	2671	GFER	uc002coc.2	uc002cob.2	0	1	1	93	1
brca	2676	GFRA3	uc003lco.2	uc003lcn.2	0	3	1	91	1
brca	2691	GHRH	uc002xgt.2	uc002xgr.2	0	1	1	93	1
brca	2707	GJB3	uc001bxy.2	uc001bxx.2	0	2	1	92	1
brca	2717	GLA	uc004ehl.1	uc011mrj.1	0	2	1	92	1
brca	2768	GNA12	uc003smu.2	uc011jwb.1	0	18	1	76	1
brca	2786	GNG4	uc009xfz.2	uc001hxe.3	0	22	1	72	1
brca	2794	GNL1	uc003nqh.2	uc011dmk.1	0	1	2	92	1
brca	2803	GOLGA4	uc003cgx.2	uc003cgv.2	0	16	1	78	1
brca	2829	XCR1	uc003cpf.2	uc003cpe.2	0	2	1	92	1
brca	2872	MKNK2	uc002lus.2	uc002luq.1	0	3	2	90	1
brca	2875	GPT	uc003zdh.3	uc011lli.1	0	2	3	90	1
brca	2899	GRIK3	uc001caz.2	uc001cba.1	0	41	1	53	1
brca	2903	GRIN2A	uc010uym.1	uc010buk.2	0	47	1	47	1
brca	2916	GRM6	uc003mjq.2	uc003mjs.1	0	4	1	90	1
brca	2918	GRM8	uc011kof.1	uc003vlt.2	0	77	1	17	1
brca	2941	GSTA4	uc003pbf.2	uc003pbc.2	0	3	1	91	1
brca	2999	GZMH	uc001wpr.1	uc010alz.1	0	2	1	92	1
brca	3029	HAGH	uc002cna.2	uc002cmz.2	0	5	1	89	1
brca	3030	HADHA	uc002rgy.2	uc010yks.1	0	5	1	89	1
brca	3032	HADHB	uc002rgz.2	uc010ykx.1	0	6	2	87	1
brca	3067	HDC	uc001zxy.2	uc010uff.1	0	6	1	88	1
brca	3140	MR1	uc001gos.1	uc001goq.1	0	4	1	90	1
brca	3155	HMGCL	uc001bib.2	uc009vqr.2	0	9	1	85	1
brca	3184	HNRNPD	uc003hmo.1	uc003hmp.1	0	5	1	89	1
brca	3185	HNRNPF	uc001jau.2	uc001jav.2	0	8	1	86	1
brca	3190	HNRNPK	uc004anh.3	uc004ang.3	0	1	1	93	1
brca	3203	HOXA6	uc003syo.1	uc003syq.1	0	3	1	91	1
brca	3223	HOXC6	uc001sev.2	uc001ses.2	0	5	12	78	1
brca	3269	HRH1	uc010hds.2	uc010hdt.2	0	19	2	74	1
brca	3275	PRMT2	uc002zjx.2	uc011aga.1	0	5	1	82	1
brca	3275	PRMT2	uc002zjx.2	uc011agc.1	0	5	7	82	1
brca	3313	HSPA9	uc003ldf.2	uc003lde.2	0	3	1	91	1
brca	3321	IGSF3	uc001egr.1	uc001egq.1	0	14	1	80	1
brca	3356	HTR2A	uc010acr.2	uc001vbr.2	0	10	1	84	1
brca	3363	HTR7	uc001kgz.2	uc001khb.2	0	16	9	70	1
brca	3416	IDE	uc001kia.2	uc001khz.2	0	17	1	77	1
brca	3419	IDH3A	uc002bdd.2	uc002bdg.2	0	4	1	90	1
brca	3421	IDH3G	uc004fio.2	uc004fir.2	0	1	1	93	1
brca	3428	IFI16	uc001ftg.2	uc001fth.2	0	8	2	85	1
brca	3454	IFNAR1	uc002yrn.2	uc011adv.1	0	7	1	87	1
brca	3459	IFNGR1	uc003qho.2	uc011edm.1	0	3	2	90	1
brca	3484	IGFBP1	uc003tnp.2	uc003tno.3	0	2	1	92	1
brca	3589	IL11	uc002qks.1	uc010yfx.1	0	1	1	93	1
brca	3594	IL12RB1	uc002nhy.2	uc002nhw.1	0	17	1	77	1
brca	3603	IL16	uc010unq.1	uc002bgl.1	0	21	1	73	1
brca	3607	FOXK2	uc002kfn.2	uc002kfp.2	0	14	1	80	1
brca	3611	ILK	uc001mee.2	uc001mef.2	0	2	1	91	1
brca	3611	ILK	uc001mee.2	uc001mei.2	0	2	1	91	1
brca	3624	INHBA	uc003thq.2	uc003thr.2	0	2	4	89	1
brca	3638	INSIG1	uc003wly.2	uc011kvu.1	0	2	1	92	1
brca	3643	INSR	uc002mgd.1	uc002mge.1	0	27	1	67	1
brca	3646	EIF3E	uc003ymu.2	uc003ymv.2	0	8	1	86	1
brca	3652	IPP	uc001cou.2	uc001cos.3	0	8	1	86	1
brca	3659	IRF1	uc003kxa.2	uc003kxb.2	0	4	1	89	1
brca	3693	ITGB5	uc003eho.2	uc010hrx.2	0	22	1	72	1
brca	3694	ITGB6	uc002ubh.2	uc010zcq.1	0	25	1	69	1
brca	3703	STT3A	uc001qcd.2	uc009zbn.2	0	4	2	89	1
brca	3712	IVD	uc001zls.3	uc001zlr.2	0	5	1	89	1
brca	3718	JAK3	uc002nhn.3	uc010ebh.2	0	1	1	93	1
brca	3720	JARID2	uc003nbj.2	uc011div.1	0	31	1	63	1
brca	3726	JUNB	uc002mvc.2	uc002mvb.2	0	1	1	93	1
brca	3760	KCNJ3	uc010zce.1	uc002tyv.1	0	25	2	68	1
brca	3763	KCNJ6	uc011aej.1	uc002ywo.2	0	33	1	61	1
brca	3772	KCNJ15	uc002ywx.2	uc002ywv.2	0	6	1	86	1
brca	3775	KCNK1	uc010pxo.1	uc001hvx.2	0	12	1	82	1
brca	3795	KHK	uc002ril.2	uc002rio.2	0	2	1	92	1
brca	3797	KIF3C	uc002rgu.2	uc010ykr.1	0	9	1	85	1
brca	3798	KIF5A	uc010srr.1	uc001sor.1	0	8	1	86	1
brca	3800	KIF5C	uc002twu.1	uc010zbu.1	0	24	1	70	1
brca	3805	KIR2DL4	uc010esd.2	uc010ese.2	0	5	1	89	1
brca	3811	KIR3DL1	uc010esf.2	uc002qhl.3	0	10	1	84	1
brca	3818	KLKB1	uc003iyy.2	uc011clc.1	0	1	2	91	1
brca	3818	KLKB1	uc011clc.1	uc003iyy.2	0	1	1	91	1
brca	3834	KIF25	uc003qwl.1	uc003qwk.1	0	8	1	86	1
brca	3837	KPNB1	uc002ilt.1	uc010wkx.1	0	6	3	86	1
brca	3856	KRT8	uc001sbd.2	uc009zmm.1	0	11	1	83	1
brca	3903	LAIR1	uc002qfk.1	uc002qfm.1	0	5	1	89	1
brca	3920	LAMP2	uc010nqp.1	uc011mua.1	0	16	1	78	1
brca	3930	LBR	uc001hoz.2	uc001hoy.2	0	2	1	92	1
brca	3948	LDHC	uc009yhq.2	uc001moo.3	0	7	1	87	1
brca	4000	LMNA	uc001fni.2	uc001fnk.2	0	8	1	86	1
brca	4013	VWA5A	uc001pzt.2	uc001pzr.2	0	1	2	91	1
brca	4013	VWA5A	uc001pzt.2	uc001pzu.2	0	1	1	91	1
brca	4015	LOX	uc011cwk.1	uc010jcq.2	0	1	1	93	1
brca	4040	LRP6	uc001rah.3	uc010shl.1	0	26	1	68	1
brca	4054	LTBP3	uc001oeg.2	uc001oef.2	0	1	1	93	1
brca	4059	BCAM	uc002ozu.2	uc002ozt.1	0	3	1	91	1
brca	4067	LYN	uc003xsl.3	uc003xsk.3	0	20	1	74	1
brca	4086	SMAD1	uc003ikd.2	uc011cic.1	0	9	1	85	1
brca	4088	SMAD3	uc010ujs.1	uc010ujr.1	0	16	1	78	1
brca	4117	MAK	uc003mzm.2	uc003mzl.2	0	14	1	80	1
brca	4139	MARK1	uc001hmn.3	uc001hmm.3	0	20	1	73	1
brca	4139	MARK1	uc001hmn.3	uc009xdw.2	0	20	1	73	1
brca	4144	MAT2A	uc002spr.2	uc010fgk.2	0	1	1	93	1
brca	4149	MAX	uc001xig.1	uc001xif.1	0	11	1	83	1
brca	4209	MEF2D	uc001fpd.2	uc001fpb.2	0	8	1	86	1
brca	4287	ATXN3	uc001yac.3	uc001yae.3	0	18	1	75	1
brca	4287	ATXN3	uc001yac.3	uc010aug.2	0	18	1	75	1
brca	4294	MAP3K10	uc002ona.2	uc002onb.2	0	2	1	92	1
brca	4313	MMP2	uc010vhd.1	uc002eia.3	0	4	1	90	1
brca	4329	ALDH6A1	uc001xpo.2	uc010tuq.1	0	3	1	91	1
brca	4351	MPI	uc002azc.1	uc002aze.1	0	3	1	90	1
brca	4351	MPI	uc002azc.1	uc010ulx.1	0	3	1	90	1
brca	4354	MPP1	uc004fmp.1	uc011mzw.1	0	5	1	89	1
brca	4507	MTAP	uc003zph.2	uc011lnl.1	0	26	1	68	1
brca	4528	MTIF2	uc002ryo.2	uc010yox.1	0	7	1	87	1
brca	4602	MYB	uc003qfz.2	uc003qfc.2	0	9	1	85	1
brca	4636	MYL5	uc003gav.2	uc003gat.2	0	2	3	90	1
brca	4689	NCF4	uc003apy.3	uc003apz.3	0	3	1	91	1
brca	4720	NDUFS2	uc001fyv.2	uc001fyx.2	0	2	2	91	1
brca	4723	NDUFV1	uc001omj.2	uc001omk.3	0	1	2	92	1
brca	4725	NDUFS5	uc001ccx.2	uc001ccy.2	0	2	1	92	1
brca	4744	NEFH	uc003afp.2	uc003afo.2	0	1	1	93	1
brca	4773	NFATC2	uc010zyz.1	uc002xwd.2	0	26	1	68	1
brca	4778	NFE2	uc001sfr.3	uc001sfq.2	0	2	1	91	1
brca	4778	NFE2	uc001sfr.3	uc009znl.2	0	2	1	91	1
brca	4795	NFKBIL1	uc003nub.2	uc011dns.1	0	4	1	90	1
brca	4843	NOS2	uc002gzu.2	uc010wab.1	0	22	1	72	1
brca	4864	NPC1	uc002kum.3	uc010dlu.1	0	10	1	84	1
brca	4886	NPY1R	uc003iqm.1	uc011cjj.1	0	1	1	93	1
brca	4899	NRF1	uc003voz.2	uc003vpa.2	0	20	1	74	1
brca	4900	NRGN	uc001qaq.2	uc001qar.2	0	2	2	91	1
brca	4901	NRL	uc001wlq.2	uc001wlo.2	0	3	1	91	1
brca	4914	NTRK1	uc001fqf.1	uc001fqi.1	0	12	1	79	1
brca	4914	NTRK1	uc001fqi.1	uc001fqf.1	0	12	1	79	1
brca	4914	NTRK1	uc009wsi.1	uc001fqf.1	0	12	2	79	1
brca	4921	DDR2	uc001gcg.2	uc001gcf.2	0	24	1	70	1
brca	4924	NUCB1	uc002plb.3	uc002plc.2	0	6	2	85	1
brca	4931	NVL	uc001hok.2	uc010pvd.1	0	14	1	80	1
brca	4939	OAS2	uc001tui.1	uc001tuh.2	0	6	1	88	1
brca	4948	OCA2	uc001zbh.3	uc010ayv.2	0	51	1	43	1
brca	4953	ODC1	uc002rao.1	uc002ran.1	0	1	2	92	1
brca	4967	OGDH	uc003tln.2	uc011kbx.1	0	16	1	78	1
brca	4968	OGG1	uc003bsm.2	uc003bsr.1	0	3	1	91	1
brca	4976	OPA1	uc003fti.2	uc003ftm.2	0	11	1	83	1
brca	5000	ORC4L	uc010zbr.1	uc010zbo.1	0	7	1	87	1
brca	5016	OVGP1	uc001eba.2	uc010owb.1	0	4	1	90	1
brca	5025	P2RX4	uc001tzr.2	uc009zxc.2	0	4	2	89	1
brca	5027	P2RX7	uc001tzn.2	uc001tzm.2	0	13	1	81	1
brca	5034	P4HB	uc002kbn.1	uc002kbl.1	0	7	1	87	1
brca	5048	PAFAH1B1	uc010vqz.1	uc002fuw.3	0	17	1	77	1
brca	5066	PAM	uc003knt.2	uc003knu.2	0	16	1	78	1
brca	5080	PAX6	uc001mte.3	uc001mtf.3	0	4	6	81	1
brca	5080	PAX6	uc001mte.3	uc001mtg.3	0	4	2	81	1
brca	5080	PAX6	uc001mte.3	uc001mth.3	0	4	2	81	1
brca	5082	PDCL	uc004bmz.1	uc004bna.2	0	3	1	91	1
brca	5091	PC	uc001ojn.1	uc001ojp.1	0	11	1	83	1
brca	5097	PCDH1	uc003llp.2	uc011dbf.1	0	4	1	89	1
brca	5097	PCDH1	uc011dbf.1	uc003llp.2	0	4	1	89	1
brca	5133	PDCD1	uc002wcq.3	uc010fzs.2	0	1	1	93	1
brca	5134	PDCD2	uc003qxv.2	uc003qxw.2	0	2	1	91	1
brca	5134	PDCD2	uc003qxv.2	uc003qya.2	0	2	1	91	1
brca	5136	PDE1A	uc010zfp.1	uc010zfq.1	0	45	1	49	1
brca	5151	PDE8A	uc002blh.2	uc002bll.2	0	18	1	76	1
brca	5184	PEPD	uc002nur.3	uc010xrs.1	0	24	1	70	1
brca	5211	PFKL	uc002zel.2	uc002zem.2	0	3	1	91	1
brca	5214	PFKP	uc001igp.2	uc009xht.2	0	8	1	86	1
brca	5244	ABCB4	uc003uix.1	uc003uiv.1	0	15	1	79	1
brca	5255	PHKA1	uc004eay.3	uc010nll.2	0	24	1	70	1
brca	5265	SERPINA1	uc001yda.1	uc001ycx.3	0	4	1	88	1
brca	5265	SERPINA1	uc001yda.1	uc001ycz.3	0	4	2	88	1
brca	5294	PIK3CG	uc003vdu.2	uc003vdv.3	0	9	2	82	1
brca	5294	PIK3CG	uc003vdv.3	uc003vdu.2	0	9	2	82	1
brca	5298	PI4KB	uc001exr.2	uc010pcw.1	0	6	1	88	1
brca	5306	PITPNA	uc010cju.2	uc002fst.3	0	6	2	87	1
brca	5308	PITX2	uc003iac.2	uc003iae.2	0	9	1	85	1
brca	5315	PKM2	uc002aty.1	uc002atr.1	0	3	1	91	1
brca	5319	PLA2G1B	uc001tyd.2	uc009zwx.2	0	1	1	92	1
brca	5319	PLA2G1B	uc009zwx.2	uc001tyd.2	0	1	1	92	1
brca	5320	PLA2G2A	uc010odb.1	uc010oda.1	0	1	1	93	1
brca	5324	PLAG1	uc010lyi.2	uc010lyj.2	0	10	1	84	1
brca	5327	PLAT	uc003xos.2	uc010lxg.1	0	3	1	91	1
brca	5328	PLAU	uc001jwc.2	uc001jwa.2	0	2	2	91	1
brca	5329	PLAUR	uc002oxf.1	uc002oxe.1	0	2	1	92	1
brca	5341	PLEK	uc010fde.2	uc002sen.3	0	6	1	88	1
brca	5359	PLSCR1	uc003evx.3	uc003evy.3	0	4	1	90	1
brca	5360	PLTP	uc002xqn.1	uc010zxj.1	0	1	1	92	1
brca	5360	PLTP	uc002xqq.1	uc002xqo.1	0	1	1	92	1
brca	5383	PMS2L5	uc003ubl.2	uc003ubk.2	0	4	1	90	1
brca	5423	POLB	uc003xoz.1	uc011lcs.1	0	5	1	89	1
brca	5443	POMC	uc002rfz.1	uc002rga.1	0	1	3	91	1
brca	5519	PPP2R1B	uc001plw.1	uc001plx.1	0	4	1	90	1
brca	5521	PPP2R2B	uc003loj.3	uc003log.3	0	55	1	39	1
brca	5526	PPP2R5B	uc001obz.2	uc001oby.2	0	2	2	91	1
brca	5527	PPP2R5C	uc001ykk.2	uc001ykq.2	0	19	1	75	1
brca	5528	PPP2R5D	uc003oth.2	uc003otj.2	0	6	1	87	1
brca	5528	PPP2R5D	uc003oth.2	uc010jyd.2	0	6	1	87	1
brca	5532	PPP3CB	uc001juf.2	uc001juh.2	0	8	1	86	1
brca	5538	PPT1	uc001cfb.2	uc010ojg.1	0	5	1	89	1
brca	5551	PRF1	uc009xqg.2	uc001jrf.3	0	1	1	93	1
brca	5553	PRG2	uc001njz.2	uc001nke.2	0	4	1	90	1
brca	5636	PRPSAP2	uc002gup.1	uc010vyj.1	0	7	1	87	1
brca	5641	LGMN	uc001yaw.2	uc001yat.2	0	4	1	90	1
brca	5660	PSAP	uc001jsm.2	uc001jsl.2	0	8	5	82	1
brca	5664	PSEN2	uc009xeo.1	uc001hqk.2	0	3	1	91	1
brca	5708	PSMD2	uc003fnn.1	uc011brj.1	0	3	1	91	1
brca	5709	PSMD3	uc002htn.1	uc010weo.1	0	1	1	93	1
brca	5724	PTAFR	uc001bpl.2	uc009vte.2	0	6	1	88	1
brca	5746	PTH2R	uc010zjb.1	uc002vdb.2	0	50	1	44	1
brca	5764	PTN	uc003vtq.2	uc003vtr.1	0	27	1	67	1
brca	5770	PTPN1	uc002xvl.2	uc010zys.1	0	11	1	83	1
brca	5816	PVALB	uc003apx.2	uc010gwz.2	0	3	1	91	1
brca	5836	PYGL	uc001wyu.2	uc001wyt.2	0	7	1	86	1
brca	5836	PYGL	uc001wyu.2	uc001wyv.2	0	7	1	86	1
brca	5868	RAB5A	uc003cbn.2	uc011awg.1	0	7	1	87	1
brca	5871	MAP4K2	uc001obh.2	uc001obg.2	0	4	1	90	1
brca	5876	RABGGTB	uc001dgy.1	uc001dha.1	0	2	1	92	1
brca	5887	RAD23B	uc011lwb.1	uc004bde.2	0	9	1	85	1
brca	5889	RAD51C	uc002iwt.1	uc002iww.2	0	12	1	82	1
brca	5890	RAD51L1	uc001xkf.1	uc010aqq.2	0	67	1	26	1
brca	5908	RAP1B	uc001suc.2	uc010sti.1	0	8	1	86	1
brca	5914	RARA	uc002hul.3	uc002huk.1	0	10	5	80	1
brca	5919	RARRES2	uc003wha.2	uc010lpp.1	0	1	1	93	1
brca	5922	RASA2	uc003etz.1	uc003eua.1	0	13	1	81	1
brca	5924	RASGRF2	uc003kha.1	uc011ctn.1	0	37	1	57	1
brca	5936	RBM4	uc001oiw.1	uc001oiy.1	0	7	1	87	1
brca	5976	UPF1	uc002nkf.2	uc002nkh.2	0	1	1	93	1
brca	5977	DPF2	uc001odm.2	uc010roe.1	0	1	2	92	1
brca	5979	RET	uc001jal.2	uc010qez.1	0	12	1	82	1
brca	5985	RFC5	uc001twq.2	uc009zwr.2	0	2	1	92	1
brca	5990	RFX2	uc002mec.2	uc002meb.2	0	24	1	70	1
brca	5998	RGS3	uc004bia.2	uc004bhr.2	0	11	2	77	1
brca	6003	RGS13	uc001gsk.2	uc001gsj.2	0	5	1	89	1
brca	6015	RING1	uc003odk.2	uc003odl.2	0	1	1	93	1
brca	6059	ABCE1	uc003ijy.2	uc003ijx.2	0	5	1	89	1
brca	6095	RORA	uc002agt.3	uc002agx.2	0	63	1	31	1
brca	6103	RPGR	uc004deb.2	uc004dec.2	0	8	1	86	1
